wave,hate_violence_means,hate_pol_message,hate_prevent_settlement,hate_polcondemn,hate_justified,MateComp.cont,JobComp.cont,LifeSatis.cont,pop_15_44_muni_gendergap_2015,age,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,lrscale,afd,muslim_ind,afd_ind,contact_ind,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife,women_role
4,1,1,1,2,1,1,2,9,0.9805194805194806,19,18-29,Male,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,13,"In schooling / vocational training, student",No answer,3,5,11-20 kilometers,1 <96> 49,5,0,0.25,0,0.16666666666666666,NA,NA,NA,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2
4,1,2,2,2,2,2,2,9,1.1257142857142857,69,60 and older,Female,Rheinland-Pfalz,1,Married,Roman Catholic,13,Retired,"2,500 to below 3,000 <80>",2,8,11-20 kilometers,1 <96> 49,5,41,0.875,1,0.3333333333333333,NA,NA,NA,3,2,4,4,4,3,4,3,3,4,3,3,4,4,3,1,3
4,1,1,1,1,1,1,1,8,0.9148174659985684,72,60 and older,Female,Rheinland-Pfalz,1,Divorced / separated,Protestant Free Church,14,Retired,"5,000 or more <80>",5,8,11-20 kilometers,1000 and more,5,0,0.75,0,0.3333333333333333,NA,NA,NA,3,2,2,1,3,1,2,3,1,2,2,2,4,2,2,1,4
4,1,1,1,1,1,1,1,8,1.0588235294117647,52,50-59,Female,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,16,Employee in low / medium position,"4,500 to below 5,000 <80>",3,7,21-50 kilometers,1 <96> 49,3,0,0.75,0,0,NA,NA,NA,3,3,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3
4,1,1,1,1,1,1,2,10,1.208284746515631,29,18-29,Female,Rheinland-Pfalz,1,Married,"Christian, but not close to a particular religious community",24,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,Don't know,500 <96> 999,3,0,0,0,0,NA,NA,NA,2,1,2,2,2,2,3,2,3,2,3,2,2,3,3,2,1
4,1,1,1,1,1,2,2,8,1.208284746515631,64,60 and older,Female,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",15,Retired,"2,500 to below 3,000 <80>",1,8,Don't know,500 <96> 999,3,0,0.125,0,0.16666666666666666,NA,NA,NA,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2
4,2,1,1,3,1,1,2,4,1.208284746515631,26,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",19,"In schooling / vocational training, student","2,000 to below 2,500 <80>",3,4,3-5 kilometers,500 <96> 999,5,20,0.125,0.3333333333333333,0.16666666666666666,NA,NA,NA,2,2,3,1,1,2,2,2,3,2,2,2,3,4,2,3,2
4,1,1,1,1,1,1,1,7,1.208284746515631,30,18-29,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",21,"In schooling / vocational training, student","1,000 to below 1,500 <80>",2,7,6-10 kilometers,There are no refugees in my town,2,0,0,0,0,NA,NA,NA,2,2,1,1,2,2,1,1,1,2,1,2,1,3,1,1,1
4,1,1,1,2,1,1,1,9,0.9220669207962728,25,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together",Protestant,13,"In schooling / vocational training, student","500 to below 1,000 <80>",3,7,11-20 kilometers,250 <96> 499,3,0,0.25,0,0,NA,NA,NA,2,2,1,1,1,1,1,1,3,3,1,1,3,3,3,3,1
4,3,2,2,2,2,2,3,6,0.9220669207962728,48,40-49,Male,Rheinland-Pfalz,1,"With partner, living together",Protestant,15,Skilled worker,"2,500 to below 3,000 <80>",2,5,21-50 kilometers,500 <96> 999,7,71,1,1,0.3333333333333333,NA,NA,NA,4,2,4,4,3,4,3,4,4,4,4,3,4,4,4,4,2
4,1,2,1,1,1,3,4,9,1.0422825376062783,70,60 and older,Female,Rheinland-Pfalz,1,Married,Protestant,11,Retired,"2,000 to below 2,500 <80>",2,7,6-10 kilometers,50 <96> 249,5,15,1,1,0.16666666666666666,NA,NA,NA,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,2
4,2,1,1,2,1,1,2,7,1.0422825376062783,68,60 and older,Female,Rheinland-Pfalz,1,"With partner, not living together","Christian, but not close to a particular religious community",12,Retired,"1,000 to below 1,500 <80>",1,3,Less than 3 kilometer,1000 and more,6,50,0.75,0.6666666666666666,0.5,NA,NA,NA,4,1,4,4,3,3,4,3,4,3,3,2,2,4,4,4,1
4,1,2,1,1,1,2,2,7,1.0422825376062783,38,30-39,Male,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,10,Employee in low / medium position,"3,000 to below 3,500 <80>",1,6,Less than 3 kilometer,1000 and more,3,0,0.75,0.3333333333333333,0.3333333333333333,NA,NA,NA,4,3,2,2,3,2,4,4,3,2,3,2,2,3,3,3,3
4,1,1,1,1,1,1,2,8,1.0422825376062783,27,18-29,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",16,Employee in low / medium position,"3,000 to below 3,500 <80>",2,7,3-5 kilometers,250 <96> 499,3,0,0.375,0,0.6666666666666666,NA,NA,NA,3,2,2,1,2,3,2,2,3,3,2,3,2,3,2,2,2
4,1,1,1,1,1,1,1,7,1.0422825376062783,19,18-29,Female,Rheinland-Pfalz,0,"With partner, not living together",Roman Catholic,11,"In schooling / vocational training, student",No answer,3,6,3-5 kilometers,1000 and more,3,0,0.125,0,0.3333333333333333,NA,NA,NA,2,2,2,1,2,2,2,3,2,2,2,2,2,2,1,2,1
4,2,1,1,2,1,2,3,6,1.0422825376062783,41,40-49,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,13,Employee in low / medium position,"1,000 to below 1,500 <80>",1,2,3-5 kilometers,50 <96> 249,5,30,0.75,0.6666666666666666,0,NA,NA,NA,3,4,4,4,4,4,3,3,4,4,4,1,3,3,4,3,2
4,1,1,1,1,1,2,2,8,1.0422825376062783,46,40-49,Female,Rheinland-Pfalz,1,Married,Roman Catholic,11,Employee in low / medium position,No answer,3,8,11-20 kilometers,50 <96> 249,5,1,0.125,0,0.5,NA,NA,NA,1,2,1,1,1,2,1,1,1,2,1,1,3,3,3,4,1
4,2,1,1,2,1,2,2,5,1.0422825376062783,56,50-59,Male,Rheinland-Pfalz,1,Married,Protestant,13,Retired,"1,000 to below 1,500 <80>",2,4,Don't know,250 <96> 499,5,0,0.625,0,0.3333333333333333,NA,NA,NA,3,3,3,3,3,2,2,2,3,2,1,2,3,3,3,3,1
4,3,3,3,1,3,4,4,4,1.0422825376062783,47,40-49,Female,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,No answer,1,6,Less than 3 kilometer,500 <96> 999,3,0,1,0.6666666666666666,0.3333333333333333,NA,NA,NA,1,1,3,3,3,2,3,3,4,2,3,2,3,3,4,4,2
4,1,1,1,1,1,1,1,7,0.956669287754004,22,18-29,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant Free Church,16,"In schooling / vocational training, student",below 500 <80>,1,4,3-5 kilometers,500 <96> 999,3,0,0.5,0,0.5,NA,NA,NA,2,2,2,3,2,3,2,2,3,2,2,2,3,4,2,3,3
4,2,2,1,1,1,2,2,7,0.956669287754004,27,18-29,Male,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",17,Employee in low / medium position,"1,500 to below 2,000 <80>",1,7,3-5 kilometers,250 <96> 499,4,0,0.25,0,0,NA,NA,NA,2,2,3,2,2,2,2,3,2,2,2,2,2,3,3,2,1
4,1,1,1,1,1,1,1,8,0.956669287754004,29,18-29,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",22,"In schooling / vocational training, student","500 to below 1,000 <80>",2,7,3-5 kilometers,1000 and more,3,1,0,0,0.5,NA,NA,NA,2,2,1,1,3,1,1,1,2,2,1,2,3,1,2,2,1
4,1,1,1,1,1,1,1,8,0.956669287754004,67,60 and older,Male,Rheinland-Pfalz,1,Divorced / separated,"Christian, but not close to a particular religious community",8,Retired,"1,000 to below 1,500 <80>",1,6,3-5 kilometers,250 <96> 499,1,0,0.375,0,0.3333333333333333,NA,NA,NA,2,1,2,1,1,2,1,3,3,1,1,1,3,4,3,3,1
4,4,4,4,4,4,4,4,7,0.956669287754004,23,18-29,Female,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",NA,Employee in low / medium position,"4,500 to below 5,000 <80>",3,7,Less than 3 kilometer,500 <96> 999,9,94,1,1,0.5,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2
4,1,2,1,1,1,2,2,3,0.956669287754004,78,60 and older,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,15,Retired,"1,500 to below 2,000 <80>",1,5,Less than 3 kilometer,1000 and more,3,0,0.25,0.3333333333333333,0.8333333333333334,NA,NA,NA,3,1,2,2,3,2,3,3,3,2,3,2,2,3,4,2,3
4,2,2,1,2,2,2,2,8,0.956669287754004,49,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,19,Employee in high position,"5,000 or more <80>",2,8,Don't know,50 <96> 249,6,9,0.875,0.6666666666666666,0.16666666666666666,NA,NA,NA,4,3,3,3,3,2,3,3,3,3,2,3,2,3,3,2,2
4,2,1,1,2,1,2,2,9,0.956669287754004,24,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",17,"In schooling / vocational training, student",No answer,3,3,Don't know,1000 and more,2,0,0,0,0,NA,NA,NA,2,2,2,2,2,2,2,1,3,3,2,2,3,2,3,2,1
4,1,1,1,2,1,1,1,2,0.956669287754004,26,18-29,Female,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",19,Employee in high position,"2,500 to below 3,000 <80>",3,7,21-50 kilometers,50 <96> 249,4,0,0.125,0,0,NA,NA,NA,2,3,2,1,3,2,2,1,3,2,2,2,2,3,3,2,1
4,1,4,2,1,1,3,3,6,0.956669287754004,51,50-59,Female,Rheinland-Pfalz,1,Married,"Christian, but not close to a particular religious community",12,Employee in low / medium position,"2,000 to below 2,500 <80>",3,6,3-5 kilometers,50 <96> 249,5,49,0.75,0.6666666666666666,0.16666666666666666,NA,NA,NA,3,2,4,4,3,2,3,3,3,2,2,2,2,4,3,3,3
4,1,1,1,1,1,1,1,8,0.956669287754004,30,18-29,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,23,Employee in low / medium position,"1,000 to below 1,500 <80>",1,7,3-5 kilometers,50 <96> 249,7,0,0.125,0,0,NA,NA,NA,2,2,1,1,1,3,1,1,1,4,1,2,1,3,1,1,1
4,1,1,1,2,1,2,2,8,0.956669287754004,32,30-39,Female,Rheinland-Pfalz,1,"Single, without partner",Other Christian,15,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,Less than 3 kilometer,50 <96> 249,5,0,0.125,0,0.3333333333333333,NA,NA,NA,2,2,2,3,3,3,2,2,2,3,2,2,2,3,2,2,2
4,1,1,1,1,1,1,1,3,0.956669287754004,47,40-49,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",17,Self-employed / freelancer,"3,000 to below 3,500 <80>",2,4,Don't know,1 <96> 49,2,0,0.125,0,0.3333333333333333,NA,NA,NA,2,2,1,1,3,1,2,1,3,1,2,1,3,2,4,3,1
4,1,1,1,1,1,1,1,9,1.053473382668895,51,50-59,Female,Rheinland-Pfalz,1,Divorced / separated,Roman Catholic,18,Employee in high position,"2,500 to below 3,000 <80>",1,7,21-50 kilometers,250 <96> 499,5,0,0.25,0,0.8333333333333334,NA,NA,NA,2,2,1,1,2,2,2,1,3,2,1,2,1,4,4,3,1
4,2,1,1,1,1,1,1,2,1.053473382668895,30,18-29,Male,Rheinland-Pfalz,1,"With partner, not living together","No, I don't feel close to any religion",19,Senior civil servant,"3,000 to below 3,500 <80>",1,6,Less than 3 kilometer,500 <96> 999,4,0,0.375,0.6666666666666666,0.8333333333333334,NA,NA,NA,2,1,2,1,3,1,3,3,3,1,1,1,3,4,3,3,1
4,1,1,1,1,1,1,1,5,1.0607300703879523,54,50-59,Female,Rheinland-Pfalz,1,"With partner, not living together","Christian, but not close to a particular religious community",13,Employee in high position,"2,000 to below 2,500 <80>",1,7,Don't know,500 <96> 999,5,70,0.875,1,0.5,NA,NA,NA,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,2
4,2,2,2,2,2,4,4,5,1.0607300703879523,45,40-49,Male,Rheinland-Pfalz,1,"With partner, living together",Roman Catholic,3,Unemployed / seeking work,"1,500 to below 2,000 <80>",2,5,3-5 kilometers,500 <96> 999,5,59,1,0.6666666666666666,0.5,NA,NA,NA,4,4,4,4,4,3,4,4,4,3,4,3,4,3,2,3,3
4,3,4,2,2,3,2,4,5,1.0607300703879523,25,18-29,Male,Rheinland-Pfalz,1,"Single, without partner",Protestant,8,Unemployed / seeking work,"2,000 to below 2,500 <80>",8,7,6-10 kilometers,1 <96> 49,8,59,0.625,0.6666666666666666,0.3333333333333333,NA,NA,NA,2,4,3,3,3,3,2,3,3,3,3,3,4,1,3,3,2
4,2,1,1,3,1,1,2,2,1.0228136882129275,59,50-59,Male,Rheinland-Pfalz,1,Married,Protestant,23,Employee in high position,"3,000 to below 3,500 <80>",2,4,Less than 3 kilometer,250 <96> 499,7,2,0.75,0.6666666666666666,0.5,NA,NA,NA,4,2,4,4,4,3,3,2,4,3,3,2,4,4,4,3,4
4,4,4,4,1,4,4,4,5,1.0610822629133645,22,18-29,Male,Rheinland-Pfalz,1,"Single, without partner",Protestant,12,"In schooling / vocational training, student","4,000 to below 4,500 <80>",3,2,6-10 kilometers,1 <96> 49,0,0,0.875,0.6666666666666666,0.5,NA,NA,NA,4,1,4,4,4,1,4,4,4,1,4,3,4,4,4,4,1
4,1,1,1,1,1,1,2,7,1.0610822629133645,21,18-29,Female,Rheinland-Pfalz,1,"With partner, not living together","Christian, but not close to a particular religious community",16,"In schooling / vocational training, student","2,000 to below 2,500 <80>",3,6,Less than 3 kilometer,500 <96> 999,3,0,0,0,0.3333333333333333,NA,NA,NA,3,1,2,3,3,2,2,2,4,2,2,1,3,4,3,4,2
4,1,1,1,3,1,3,3,3,1.0610822629133645,53,50-59,Male,Rheinland-Pfalz,1,Divorced / separated,Roman Catholic,12,Unemployed / seeking work,below 500 <80>,1,4,Don't know,1 <96> 49,7,70,0.875,1,0.3333333333333333,NA,NA,NA,3,4,4,3,3,4,4,3,3,3,3,3,3,4,3,3,2
4,4,4,4,1,4,4,4,7,1.0700389105058363,42,40-49,Male,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",15,Employee in low / medium position,"5,000 or more <80>",2,8,6-10 kilometers,1 <96> 49,9,89,1,1,0,NA,NA,NA,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3
4,1,1,1,2,1,2,2,6,1.054585152838428,41,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,17,Employee in high position,"2,500 to below 3,000 <80>",2,6,21-50 kilometers,1 <96> 49,6,50,0.875,1,0.3333333333333333,NA,NA,NA,4,4,4,4,3,3,3,3,4,4,3,2,4,4,4,4,1
4,2,1,2,3,1,2,2,5,0.9971681415929204,52,50-59,Female,Rheinland-Pfalz,1,"Single, without partner",Roman Catholic,20,Employee in low / medium position,"2,000 to below 2,500 <80>",1,6,11-20 kilometers,500 <96> 999,5,0,0.25,0,0.3333333333333333,NA,NA,NA,2,3,2,3,3,2,3,2,3,2,2,2,3,3,2,3,2
4,2,3,2,3,2,3,4,8,0.9971681415929204,50,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,10,Unskilled worker,"5,000 or more <80>",2,7,3-5 kilometers,1000 and more,7,98,0.875,1,0.6666666666666666,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
4,1,1,1,1,1,1,1,7,0.8565573770491803,54,50-59,Male,Rheinland-Pfalz,1,Married,Protestant,13,Employee in low / medium position,"3,500 to below 4,000 <80>",4,6,3-5 kilometers,1 <96> 49,3,0,0.25,0,0.8333333333333334,NA,NA,NA,2,1,2,2,1,1,2,2,2,2,1,1,2,3,1,3,1
4,2,1,2,4,2,2,3,1,1.0322423058133854,60,50-59,Male,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",12,Unemployed / seeking work,below 500 <80>,1,0 ( BOTTOM ),Less than 3 kilometer,250 <96> 499,5,89,0.875,1,0.3333333333333333,NA,NA,NA,4,3,4,4,3,4,3,4,3,4,3,4,3,4,4,4,3
4,1,1,1,2,1,2,2,6,0.9683698296836984,49,40-49,Female,Rheinland-Pfalz,1,Married,"Christian, but not close to a particular religious community",13,Senior civil servant <96> highest level,"4,500 to below 5,000 <80>",2,6,6-10 kilometers,1 <96> 49,6,12,0.625,0.3333333333333333,0,NA,NA,NA,3,3,3,2,3,3,4,4,3,3,4,3,3,4,2,3,3
4,2,2,2,2,2,2,3,6,1.1750972762645917,50,40-49,Female,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",14,Employee in low / medium position,"3,500 to below 4,000 <80>",4,5,Don't know,1 <96> 49,7,19,1,1,0.3333333333333333,NA,NA,NA,4,3,4,4,2,3,3,4,3,3,3,2,3,4,3,4,1
4,1,1,1,1,1,1,3,7,1.0672162333544706,48,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,11,Homemaker,"1,500 to below 2,000 <80>",2,4,3-5 kilometers,1 <96> 49,6,21,0.875,0.6666666666666666,0.3333333333333333,NA,NA,NA,3,1,4,3,3,3,4,4,4,3,4,2,4,4,4,4,4
4,2,2,2,2,2,2,3,5,1.0672162333544706,29,18-29,Female,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in low / medium position,"2,500 to below 3,000 <80>",3,5,Don't know,1 <96> 49,5,0,0.625,1,0,NA,NA,NA,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2
4,2,3,2,1,3,1,3,7,1.0672162333544706,55,50-59,Female,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",10,Unskilled worker,"1,000 to below 1,500 <80>",1,5,Less than 3 kilometer,50 <96> 249,5,51,0.75,1,0,NA,NA,NA,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2
4,1,1,1,4,1,1,2,9,0.9977761304670126,58,50-59,Female,Rheinland-Pfalz,1,Married,Protestant,12,Homemaker,No answer,3,5,Don't know,50 <96> 249,5,0,0.125,0.6666666666666666,0.3333333333333333,NA,NA,NA,2,2,3,2,2,3,2,1,2,3,2,2,2,3,2,2,1
4,2,3,3,2,2,3,3,6,1.0584415584415583,32,30-39,Male,Rheinland-Pfalz,1,"With partner, living together",Protestant,18,Employee in low / medium position,No answer,2,6,11-20 kilometers,There are no refugees in my town,6,1,0.5,0.3333333333333333,0,NA,NA,NA,3,3,3,3,3,3,2,3,3,2,3,1,3,2,2,3,3
4,2,1,1,1,1,1,2,3,1.009188361408882,68,60 and older,Male,Rheinland-Pfalz,1,Married,Protestant,11,Retired,"1,500 to below 2,000 <80>",2,5,Don't know,1 <96> 49,5,3,1,0.6666666666666666,0.5,NA,NA,NA,4,3,4,3,4,4,4,4,2,4,4,4,4,3,3,2,3
4,1,1,1,3,1,1,2,9,0.9831649831649832,28,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","Christian, but not close to a particular religious community",18,Employee in low / medium position,"2,000 to below 2,500 <80>",1,7,6-10 kilometers,1 <96> 49,7,0,0.75,0,0.3333333333333333,NA,NA,NA,4,1,2,2,3,1,3,2,2,1,1,2,3,1,1,2,3
4,1,1,1,1,1,1,2,9,0.6590909090909091,65,60 and older,Male,Rheinland-Pfalz,1,Married,Protestant,15,Employee in high position,"5,000 or more <80>",4,8,3-5 kilometers,1 <96> 49,4,1,0.125,0,0.8333333333333334,NA,NA,NA,2,2,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2
4,2,2,2,2,2,2,2,7,0.9367088607594936,68,60 and older,Male,Rheinland-Pfalz,1,Married,"Christian, but not close to a particular religious community",13,Retired,"1,500 to below 2,000 <80>",2,5,Less than 3 kilometer,1 <96> 49,5,1,0.75,0.3333333333333333,0.3333333333333333,NA,NA,NA,3,4,3,3,3,3,3,3,3,3,3,3,3,4,3,2,3
4,1,1,1,1,1,2,2,8,1.1095406360424027,60,50-59,Male,Rheinland-Pfalz,1,Married,Other Christian,11,Unemployed / seeking work,"1,000 to below 1,500 <80>",2,4,6-10 kilometers,1 <96> 49,5,0,0.375,0,0,NA,NA,NA,2,2,2,3,2,2,1,2,3,2,1,2,2,3,2,3,4
4,1,1,1,2,1,1,2,6,1.0434782608695652,63,60 and older,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,8,Retired,"500 to below 1,000 <80>",1,3,11-20 kilometers,1 <96> 49,4,2,0.375,0.3333333333333333,0,NA,NA,NA,2,1,2,3,2,2,2,2,2,2,2,2,2,3,3,3,1
4,3,2,2,2,3,2,2,8,1,68,60 and older,Male,Rheinland-Pfalz,1,Married,Roman Catholic,14,Retired,"2,000 to below 2,500 <80>",2,7,11-20 kilometers,50 <96> 249,7,0,0.625,0,0.5,NA,NA,NA,3,3,3,2,4,2,3,3,3,3,3,3,2,3,2,2,3
4,2,1,1,1,1,1,2,7,0.9266666666666666,50,40-49,Female,Rheinland-Pfalz,1,Married,Protestant,16,Employee in low / medium position,"2,500 to below 3,000 <80>",2,5,Don't know,1 <96> 49,2,0,0.25,0,0.5,NA,NA,NA,2,2,2,1,3,2,2,1,1,3,1,2,2,3,1,3,1
4,1,1,1,1,1,1,1,6,1.0657894736842106,26,18-29,Female,Rheinland-Pfalz,1,"With partner, living together","No, I don't feel close to any religion",19,"In schooling / vocational training, student","2,000 to below 2,500 <80>",2,4,Don't know,1 <96> 49,1,0,0.125,0,0.16666666666666666,NA,NA,NA,2,2,2,1,3,2,2,2,1,2,1,2,3,1,1,1,3
4,3,3,3,1,3,3,3,7,1.0367713004484305,30,18-29,Female,Rheinland-Pfalz,1,"With partner, living together",Roman Catholic,13,Employee in high position,"2,500 to below 3,000 <80>",2,7,Less than 3 kilometer,50 <96> 249,7,80,1,1,0.8333333333333334,NA,NA,NA,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3,4,2
4,1,1,1,2,1,1,2,8,1.064294631710362,36,30-39,Female,Rheinland-Pfalz,1,Married,Protestant,20,Self-employed / freelancer,"2,500 to below 3,000 <80>",2,6,11-20 kilometers,50 <96> 249,2,0,0.25,0,0.6666666666666666,NA,NA,NA,2,1,2,2,2,2,3,2,2,1,2,1,1,3,3,3,2
4,1,1,1,2,1,2,3,9,1.0097150259067358,21,18-29,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,3-5 kilometers,50 <96> 249,5,3,1,0.6666666666666666,0.5,NA,NA,NA,3,2,3,4,3,2,3,3,3,2,3,2,3,4,4,3,3
4,2,3,4,1,1,2,2,9,1.0380249716231555,36,30-39,Male,Rheinland-Pfalz,1,Married,"No, I don't feel close to any religion",6,Employee in low / medium position,"3,000 to below 3,500 <80>",2,7,Less than 3 kilometer,50 <96> 249,5,0,0.5,0,0,NA,NA,NA,2,2,3,2,3,2,3,3,3,2,3,2,2,3,3,3,2
4,2,1,1,1,2,1,3,8,1.0380249716231555,19,18-29,Female,Rheinland-Pfalz,1,"Single, without partner",Protestant,13,"In schooling / vocational training, student","3,000 to below 3,500 <80>",4,7,Less than 3 kilometer,50 <96> 249,6,0,0.875,0.6666666666666666,0,NA,NA,NA,4,4,4,4,3,3,4,3,3,3,3,4,3,3,2,3,1
4,1,1,2,1,2,2,2,7,0.9845031905195988,19,18-29,Female,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,No answer,4,6,3-5 kilometers,50 <96> 249,5,0,0.375,0.3333333333333333,0.8333333333333334,NA,NA,NA,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,1
4,2,2,1,2,2,2,3,7,1.0432960893854748,29,18-29,Male,Rheinland-Pfalz,1,"With partner, living together",Roman Catholic,15,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,6-10 kilometers,50 <96> 249,6,0,0.75,0.3333333333333333,0.6666666666666666,NA,NA,NA,3,3,3,3,3,3,3,3,4,3,3,2,4,3,3,3,2
4,1,1,1,1,1,1,1,8,0.9871441689623508,59,50-59,Male,Rheinland-Pfalz,1,Married,Roman Catholic,12,Senior civil servant,"5,000 or more <80>",2,8,6-10 kilometers,50 <96> 249,3,0,0.375,0,0.16666666666666666,NA,NA,NA,2,1,2,1,3,2,3,2,2,2,2,2,1,2,2,3,2
4,1,1,1,1,1,1,1,3,1.0164203612479474,68,60 and older,Male,Rheinland-Pfalz,1,Divorced / separated,"No, I don't feel close to any religion",19,Retired,"3,000 to below 3,500 <80>",1,6,11-20 kilometers,50 <96> 249,4,1,0.625,0,0.5,NA,NA,NA,4,3,3,2,3,3,3,4,1,4,2,3,2,3,2,2,3
4,1,1,1,1,1,1,1,5,1.1716708686683477,49,40-49,Female,Rheinland-Pfalz,1,Married,No answer,13,Employee in low / medium position,No answer,4,5,3-5 kilometers,250 <96> 499,5,0,0.625,0,0.8333333333333334,NA,NA,NA,2,1,3,4,2,1,3,3,3,2,2,2,3,4,4,4,1
4,1,1,1,1,1,1,2,5,1.0653728294177731,38,30-39,Male,Rheinland-Pfalz,1,"Single, without partner","No, I don't feel close to any religion",13,Employee in low / medium position,"2,000 to below 2,500 <80>",1,6,Less than 3 kilometer,1 <96> 49,4,1,0.25,0,0.16666666666666666,NA,NA,NA,2,3,3,2,2,2,3,3,3,2,3,2,2,3,2,2,2
4,2,3,4,2,3,3,3,8,0.9558908879860708,20,18-29,Male,Rheinland-Pfalz,1,"With partner, living together",Protestant,15,Employee in high position,"5,000 or more <80>",5,7,3-5 kilometers,50 <96> 249,4,59,0.875,0.6666666666666666,0.8333333333333334,NA,NA,NA,2,2,4,2,3,2,3,4,2,2,3,2,3,3,3,3,2
4,1,1,1,2,1,1,1,8,0.9855653568564556,26,18-29,Female,Rheinland-Pfalz,1,"Single, without partner",Other non-Christian religion,18,"In schooling / vocational training, student",No answer,4,6,11-20 kilometers,1 <96> 49,6,0,0.125,0,0,NA,NA,NA,3,2,3,1,2,3,3,2,3,3,2,2,3,4,3,3,1
4,2,1,1,1,1,1,2,5,1.1546875,71,60 and older,Female,Rheinland-Pfalz,1,"With partner, living together",Protestant,13,Retired,"3,000 to below 3,500 <80>",2,5,Less than 3 kilometer,50 <96> 249,1,0,0.125,0.6666666666666666,0.16666666666666666,NA,NA,NA,1,2,3,1,2,2,2,2,2,2,2,1,2,3,2,3,2
4,2,2,2,1,2,3,3,6,1.059906798327764,41,40-49,Male,Baden-W<fc>rttemberg,1,"Single, without partner",Protestant,19,Skilled worker,"3,000 to below 3,500 <80>",2,6,Less than 3 kilometer,250 <96> 499,2,0,0.625,0,0.3333333333333333,NA,NA,NA,3,2,3,3,3,3,3,2,3,3,3,2,3,2,3,2,2
4,1,1,1,2,1,1,1,9,1.059906798327764,24,18-29,Female,Baden-W<fc>rttemberg,1,"Single, without partner","No, I don't feel close to any religion",17,"In schooling / vocational training, student","1,000 to below 1,500 <80>",2,7,6-10 kilometers,250 <96> 499,3,20,0.25,0,0,NA,NA,NA,2,2,3,2,2,3,2,1,3,3,1,2,2,2,2,2,2
